NUTS,Region name,Total,January,February,March,April,May,June,July,August,September,October,November,December
AT33,Tirol,,0.813785,1.034482,0.669993,0.319697,0.227921,0.411681,0.75686,0.803406,0.286238,0.248656,0.143228,0.643295
AT34,Vorarlberg,,0.12549,0.165916,0.095951,0.054879,0.052249,0.084996,0.126778,0.143482,0.058668,0.056201,0.018654,0.106628
PL21,Małopolskie,,0.342692,0.329907,0.291199,0.420155,0.380804,0.456812,0.758798,0.783485,0.406212,0.453385,0.309594,0.702225
PL22,Śląskie,,0.034735,0.049511,0.028567,0.046854,0.04599,0.04769,0.080062,0.093832,0.045621,0.053092,0.027903,0.06326
PL41,Wielkopolskie,,0.019934,0.023364,0.022749,0.037653,0.037795,0.03658,0.051793,0.051222,0.03676,0.038485,0.026377,0.049366
PL42,Zachodniopomorskie,,0.031397,0.048489,0.052903,0.182308,0.155527,0.219941,0.554087,0.550991,0.151782,0.216957,0.033629,0.125894
PL43,Lubuskie,,0.004042,0.003167,0.003971,0.008363,0.008772,0.009455,0.013816,0.014082,0.006429,0.008895,0.004246,0.010384
PL51,Dolnośląskie,,0.072772,0.090625,0.069825,0.124111,0.127382,0.126035,0.173662,0.183265,0.108398,0.151433,0.052797,0.187416
PL52,Opolskie,,0.002104,0.001951,0.00287,0.005407,0.004674,0.006286,0.008963,0.010585,0.004984,0.005629,0.003202,0.005207
PL61,Kujawsko-pomorskie,,0.005937,0.008711,0.008036,0.012466,0.013292,0.024176,0.025339,0.024329,0.013893,0.01437,0.014539,0.014915
PL62,Warmińsko-mazurskie,,0.00365,0.003597,0.005315,0.012582,0.017179,0.030211,0.067062,0.059854,0.017529,0.010328,0.004814,0.013246
PL63,Pomorskie,,0.053436,0.058544,0.07838,0.146486,0.15483,0.246528,0.544585,0.462699,0.179838,0.159855,0.085777,0.145026
PL71,Łódzkie,,0.012142,0.01102,0.012721,0.019477,0.01824,0.020722,0.028794,0.032168,0.01963,0.017423,0.013042,0.0253
PL72,Świętokrzyskie,,0.002073,0.003016,0.003593,0.003186,0.004744,0.005232,0.006903,0.010618,0.006275,0.00387,0.002399,0.004907
PL81,Lubelskie,,0.009684,0.007651,0.009341,0.012012,0.012775,0.015475,0.020709,0.020789,0.014302,0.014454,0.008829,0.020384
PL82,Podkarpackie,,0.015661,0.012824,0.01581,0.019116,0.019224,0.023756,0.032785,0.036816,0.021669,0.020776,0.013964,0.02598
PL84,Podlaskie,,0.005124,0.005251,0.006201,0.008366,0.00916,0.01412,0.022998,0.02247,0.009125,0.007283,0.006835,0.010373
PL91,Warszawski stołeczny,,0.172637,0.138556,0.182224,0.236932,0.230871,0.242822,0.289764,0.340077,0.242582,0.254618,0.2248,0.324531
PL92,Mazowiecki regionalny,,0.003776,0.002542,0.003362,0.004518,0.004573,0.006362,0.009728,0.011277,0.005462,0.004612,0.003299,0.005508
PT11,Norte,,0.295479,0.368874,0.482931,0.782957,0.851598,0.833527,1.251118,1.460309,0.903117,0.806207,0.38786,0.414769
PT15,Algarve,,0.279482,0.374151,0.456157,0.931846,1.017796,1.422991,2.09782,2.005564,1.316236,0.943814,0.321512,0.315872
PT19,Centro (PT),,0.027641,0.032203,0.040544,0.085533,0.080865,0.093095,0.227406,0.290534,0.10539,0.078318,0.033443,0.04977
PT1A,Grande Lisboa,,0.52166,0.601395,0.779143,1.015284,1.098689,1.052686,1.254576,1.329977,1.101703,1.093495,0.621907,0.597014
PT1B,Península de Setúbal,,0.028517,0.032089,0.042357,0.086906,0.104721,0.119611,0.212243,0.247059,0.122995,0.094675,0.036014,0.040672
PT1C,Alentejo,,0.010799,0.015072,0.022168,0.049734,0.045658,0.050924,0.101979,0.122354,0.065355,0.045177,0.015991,0.016688
PT1D,Oeste e Vale do Tejo,,0.033406,0.037174,0.05001,0.096586,0.095712,0.146249,0.345408,0.398642,0.145991,0.106467,0.044831,0.048904
PT20,Região Autónoma dos Açores,,0.031742,0.03644,0.052365,0.134357,0.163913,0.209758,0.318389,0.340855,0.207955,0.121833,0.037911,0.029793
PT30,Região Autónoma da Madeira,,0.238965,0.281697,0.340556,0.466724,0.462561,0.444788,0.592211,0.562071,0.487774,0.490098,0.310961,0.314773
RO11,Nord-Vest,,0.025739,0.022399,0.024267,0.040281,0.042909,0.04991,0.082631,0.100373,0.045934,0.047099,0.028508,0.045748
RO12,Centru,,0.061476,0.044375,0.037282,0.080557,0.073693,0.091043,0.179677,0.224946,0.105521,0.107951,0.040165,0.084844
RO21,Nord-Est,,0.015871,0.013058,0.015188,0.018713,0.023852,0.020565,0.033022,0.039886,0.022977,0.025333,0.015239,0.023369
RO22,Sud-Est,,0.007369,0.006578,0.008512,0.011733,0.018707,0.03259,0.084032,0.087764,0.028359,0.012767,0.00788,0.009415
RO31,Sud-Muntenia,,0.012688,0.009684,0.00659,0.011832,0.010027,0.014351,0.031231,0.037483,0.019182,0.017903,0.006751,0.014475
RO32,Bucureşti-Ilfov,,0.147418,0.154518,0.181622,0.186319,0.201423,0.1712,0.186749,0.213628,0.205942,0.249975,0.207922,0.241962
RO41,Sud-Vest Oltenia,,0.002974,0.002346,0.002909,0.0057,0.005004,0.00608,0.010036,0.013022,0.006433,0.004798,0.007681,0.032336
RO42,Vest,,0.019174,0.015411,0.016842,0.028738,0.027018,0.02575,0.039066,0.05071,0.029984,0.024658,0.022091,0.041337
SI03,Vzhodna Slovenija,,0.024712,0.020027,0.014905,0.03398,0.033984,0.051145,0.114645,0.134408,0.04184,0.033364,0.017495,0.033162
SI04,Zahodna Slovenija,,0.079614,0.075471,0.071843,0.224931,0.268812,0.442645,0.814102,0.883365,0.403081,0.198247,0.063738,0.14299
SK01,Bratislavský kraj,,0.043204,0.041906,0.051404,0.080135,0.07842,0.086413,0.100672,0.114473,0.078553,0.08422,0.0714,0.111533
SK02,Západné Slovensko,,0.009493,0.009548,0.009962,0.017757,0.02152,0.031961,0.039936,0.044535,0.022859,0.023749,0.014428,0.020429
SK03,Stredné Slovensko,,0.113276,0.168305,0.036163,0.037956,0.048081,0.060244,0.120436,0.154474,0.045331,0.045998,0.028949,0.11348
SK04,Východné Slovensko,,0.050423,0.072657,0.024139,0.043211,0.048835,0.087885,0.130138,0.156252,0.07253,0.05436,0.032309,0.072942
FI19,Länsi-Suomi,,0.015088,0.020794,0.016667,0.01537,0.018157,0.023477,0.047348,0.05477,0.020598,0.020597,0.014359,0.020433
FI1B,Helsinki-Uusimaa,,0.048924,0.050516,0.053091,0.056785,0.075985,0.099,0.114536,0.150462,0.07164,0.058758,0.062202,0.073211
FI1C,Etelä-Suomi,,0.010137,0.013172,0.013744,0.014512,0.02028,0.025709,0.049465,0.060145,0.019827,0.016658,0.013747,0.016346
FI1D,Pohjois- ja Itä-Suomi,,0.273732,0.292608,0.18559,0.047506,0.023899,0.038392,0.071391,0.076931,0.037241,0.050384,0.150082,0.483269
FI20,Åland,,0.000214,0.000352,0.000497,0.001187,0.002688,0.005455,0.014595,0.008824,0.001862,0.000962,0.000358,0.000681
SE11,Stockholm,,0.056724,0.061858,0.067816,0.085559,0.123555,0.147512,0.258238,0.271602,0.109934,0.102481,0.06985,0.090662
SE12,Östra Mellansverige,,0.01255,0.013071,0.013849,0.019442,0.027387,0.043264,0.101614,0.09976,0.027381,0.021985,0.013048,0.018304
SE21,Småland med öarna,,0.014733,0.020369,0.012782,0.030583,0.041071,0.080592,0.224516,0.215226,0.043867,0.035393,0.010829,0.023505
SE22,Sydsverige,,0.020413,0.022498,0.021977,0.050348,0.055067,0.088051,0.218365,0.236853,0.061049,0.056507,0.022389,0.041577
SE23,Västsverige,,0.027654,0.032279,0.029946,0.063943,0.073618,0.12277,0.362733,0.296651,0.082303,0.070608,0.032843,0.051066
SE31,Norra Mellansverige,,0.030737,0.056078,0.023779,0.019896,0.021642,0.042966,0.093912,0.090109,0.026824,0.020131,0.01186,0.040547
SE32,Mellersta Norrland,,0.022051,0.041694,0.025201,0.015265,0.009692,0.01817,0.046638,0.03306,0.013749,0.01291,0.008462,0.026974
SE33,Övre Norrland,,0.01862,0.031672,0.024355,0.012131,0.010561,0.02121,0.038057,0.030458,0.018192,0.014398,0.011676,0.026672
IS00,Ísland,,0.105096,0.153395,0.169194,0.170034,0.173257,0.289084,0.401651,0.419935,0.264085,0.222664,0.119156,0.125064
LI00,Liechtenstein,,0.001523,0.001979,0.001429,0.00187,0.002537,0.002731,0.00384,0.004143,0.002439,0.002185,0.001219,0.002283
NO02,Innlandet,,0.0766,0.141961,0.081141,0.02366,0.010365,0.024472,0.0687,0.059687,0.016683,0.011546,0.007625,0.096546
NO06,Trøndelag/Trööndelage,,0.008906,0.014472,0.017746,0.009944,0.01489,0.025832,0.038545,0.043131,0.018495,0.013644,0.00914,0.017726
NO07,Nord-Norge,,0.183495,0.216141,0.210615,0.086417,0.052913,0.138313,0.204047,0.184351,0.102133,0.108224,0.126081,0.233275
NO08,Oslo og Viken,,0.087541,0.120973,0.097361,0.086098,0.119762,0.164151,0.233374,0.274654,0.117914,0.097852,0.067144,0.137094
NO09,Agder og Sør-Østlandet,,0.021799,0.045566,0.021801,0.021884,0.028608,0.049628,0.14392,0.14141,0.032424,0.026127,0.012089,0.049355
NO0A,Vestlandet,,0.038175,0.04652,0.052705,0.093378,0.144811,0.263113,0.509701,0.52605,0.165473,0.091878,0.045256,0.068134
NO0B,Svalbard og Jan Mayen,,:,:,:,:,:,:,:,:,:,:,:,:
CH01,Région lémanique,,0.185132,0.234707,0.195009,0.131235,0.131436,0.186404,0.32237,0.352568,0.166353,0.11372,0.075818,0.233254
CH02,Espace Mittelland,,0.085143,0.091067,0.087854,0.158016,0.232166,0.301005,0.360346,0.360462,0.236352,0.180635,0.076449,0.137802
CH03,Nordwestschweiz,,0.013996,0.015425,0.017074,0.019607,0.030696,0.032987,0.038367,0.037349,0.024833,0.023891,0.019193,0.031887
CH04,Zürich,,0.065185,0.058965,0.071421,0.083606,0.103838,0.117504,0.136888,0.136474,0.10218,0.086782,0.07276,0.106452
CH05,Ostschweiz,,0.078429,0.085202,0.082738,0.047826,0.045464,0.06879,0.107347,0.142894,0.057675,0.038936,0.024315,0.080451
CH06,Zentralschweiz,,0.028299,0.028448,0.029975,0.045914,0.065928,0.087516,0.108381,0.101914,0.064736,0.049091,0.023772,0.046053
CH07,Ticino,,0.014398,0.01334,0.020372,0.030239,0.032458,0.061295,0.072609,0.098445,0.042603,0.032557,0.018219,0.027411
BA,Bosnia and Herzegovina,,:,:,:,:,:,:,:,:,:,:,:,:
ME,Montenegro,,:,:,:,:,:,:,:,:,:,:,:,:
MD,Moldova,,:,:,:,:,:,:,:,:,:,:,:,:
MK,North Macedonia,,:,:,:,:,:,:,:,:,:,:,:,:
GE,Georgia,,:,:,:,:,:,:,:,:,:,:,:,:
AL,Albania,,:,:,:,:,:,:,:,:,:,:,:,:
RS,Serbia,,:,:,:,:,:,:,:,:,:,:,:,:
TR,Türkiye,,:,:,:,:,:,:,:,:,:,:,:,:
UA,Ukraine,,:,:,:,:,:,:,:,:,:,:,:,:
